text_description,genre
"Generate a dark jazz track featuring double bass, with a fast rhythm, ideal for study.",Jazz
"Generate a romantic jazz track featuring saxophone, with a fast rhythm, ideal for a party.",Jazz
"Generate a dark jazz track featuring double bass, with a slow rhythm, ideal for relaxation.",Jazz
"Generate a romantic jazz track featuring double bass, with a slow rhythm, ideal for a party.",Jazz
"Generate a dark jazz track featuring double bass, with a slow rhythm, ideal for study.",Jazz
"Generate a energetic jazz track featuring trumpet, with a medium rhythm, ideal for a rainy evening.",Jazz
"Generate a energetic jazz track featuring saxophone, with a medium rhythm, ideal for workout.",Jazz
"Generate a uplifting jazz track featuring double bass, with a fast rhythm, ideal for workout.",Jazz
"Generate a romantic jazz track featuring saxophone, with a slow rhythm, ideal for study.",Jazz
"Generate a romantic jazz track featuring trumpet, with a medium rhythm, ideal for relaxation.",Jazz
"Generate a emotional jazz track featuring double bass, with a medium rhythm, ideal for relaxation.",Jazz
"Generate a uplifting jazz track featuring double bass, with a fast rhythm, ideal for a party.",Jazz
"Generate a uplifting jazz track featuring piano, with a medium rhythm, ideal for study.",Jazz
"Generate a dark jazz track featuring double bass, with a medium rhythm, ideal for study.",Jazz
"Generate a emotional jazz track featuring trumpet, with a slow rhythm, ideal for a party.",Jazz
"Generate a energetic jazz track featuring double bass, with a medium rhythm, ideal for study.",Jazz
"Generate a dark jazz track featuring piano, with a medium rhythm, ideal for study.",Jazz
"Generate a emotional jazz track featuring double bass, with a slow rhythm, ideal for meditation.",Jazz
"Generate a energetic jazz track featuring saxophone, with a slow rhythm, ideal for workout.",Jazz
"Generate a calm jazz track featuring double bass, with a slow rhythm, ideal for relaxation.",Jazz
"Generate a romantic jazz track featuring double bass, with a slow rhythm, ideal for a rainy evening.",Jazz
"Generate a romantic jazz track featuring piano, with a fast rhythm, ideal for relaxation.",Jazz
"Generate a energetic jazz track featuring trumpet, with a slow rhythm, ideal for meditation.",Jazz
"Generate a dark jazz track featuring double bass, with a fast rhythm, ideal for workout.",Jazz
"Generate a uplifting jazz track featuring saxophone, with a slow rhythm, ideal for a party.",Jazz
"Generate a emotional jazz track featuring trumpet, with a slow rhythm, ideal for meditation.",Jazz
"Generate a uplifting jazz track featuring saxophone, with a fast rhythm, ideal for a party.",Jazz
"Generate a romantic jazz track featuring double bass, with a medium rhythm, ideal for workout.",Jazz
"Generate a energetic jazz track featuring saxophone, with a medium rhythm, ideal for a party.",Jazz
"Generate a emotional jazz track featuring piano, with a medium rhythm, ideal for workout.",Jazz
"Generate a calm jazz track featuring trumpet, with a fast rhythm, ideal for workout.",Jazz
"Generate a calm jazz track featuring trumpet, with a slow rhythm, ideal for study.",Jazz
"Generate a romantic jazz track featuring piano, with a fast rhythm, ideal for a party.",Jazz
"Generate a energetic jazz track featuring double bass, with a medium rhythm, ideal for a rainy evening.",Jazz
"Generate a romantic jazz track featuring trumpet, with a medium rhythm, ideal for a party.",Jazz
"Generate a romantic jazz track featuring piano, with a slow rhythm, ideal for meditation.",Jazz
"Generate a romantic jazz track featuring trumpet, with a slow rhythm, ideal for a rainy evening.",Jazz
"Generate a emotional jazz track featuring double bass, with a medium rhythm, ideal for workout.",Jazz
"Generate a calm jazz track featuring piano, with a fast rhythm, ideal for study.",Jazz
"Generate a energetic jazz track featuring double bass, with a medium rhythm, ideal for workout.",Jazz
"Generate a emotional jazz track featuring piano, with a fast rhythm, ideal for meditation.",Jazz
"Generate a dark jazz track featuring double bass, with a medium rhythm, ideal for workout.",Jazz
"Generate a dark jazz track featuring trumpet, with a medium rhythm, ideal for study.",Jazz
"Generate a emotional jazz track featuring double bass, with a slow rhythm, ideal for a party.",Jazz
"Generate a emotional jazz track featuring double bass, with a fast rhythm, ideal for meditation.",Jazz
"Generate a romantic jazz track featuring piano, with a fast rhythm, ideal for meditation.",Jazz
"Generate a romantic jazz track featuring saxophone, with a slow rhythm, ideal for a party.",Jazz
"Generate a uplifting jazz track featuring piano, with a medium rhythm, ideal for meditation.",Jazz
"Generate a calm jazz track featuring piano, with a slow rhythm, ideal for a rainy evening.",Jazz
"Generate a uplifting jazz track featuring trumpet, with a fast rhythm, ideal for workout.",Jazz
"Generate a energetic jazz track featuring piano, with a slow rhythm, ideal for a rainy evening.",Jazz
"Generate a dark jazz track featuring saxophone, with a slow rhythm, ideal for a rainy evening.",Jazz
"Generate a calm jazz track featuring saxophone, with a medium rhythm, ideal for workout.",Jazz
"Generate a uplifting jazz track featuring trumpet, with a fast rhythm, ideal for workout.",Jazz
"Generate a emotional jazz track featuring saxophone, with a fast rhythm, ideal for workout.",Jazz
"Generate a dark jazz track featuring piano, with a fast rhythm, ideal for a rainy evening.",Jazz
"Generate a dark jazz track featuring piano, with a medium rhythm, ideal for meditation.",Jazz
"Generate a uplifting jazz track featuring trumpet, with a medium rhythm, ideal for a party.",Jazz
"Generate a uplifting jazz track featuring double bass, with a fast rhythm, ideal for a rainy evening.",Jazz
"Generate a energetic jazz track featuring double bass, with a slow rhythm, ideal for a party.",Jazz
"Generate a uplifting jazz track featuring piano, with a slow rhythm, ideal for workout.",Jazz
"Generate a dark jazz track featuring double bass, with a medium rhythm, ideal for workout.",Jazz
"Generate a romantic jazz track featuring piano, with a fast rhythm, ideal for a party.",Jazz
"Generate a dark jazz track featuring piano, with a fast rhythm, ideal for meditation.",Jazz
"Generate a dark jazz track featuring piano, with a medium rhythm, ideal for a party.",Jazz
"Generate a energetic jazz track featuring trumpet, with a medium rhythm, ideal for relaxation.",Jazz
"Generate a romantic jazz track featuring double bass, with a slow rhythm, ideal for study.",Jazz
"Generate a calm jazz track featuring double bass, with a fast rhythm, ideal for a party.",Jazz
"Generate a uplifting jazz track featuring saxophone, with a medium rhythm, ideal for meditation.",Jazz
"Generate a calm jazz track featuring piano, with a fast rhythm, ideal for relaxation.",Jazz
"Generate a romantic jazz track featuring piano, with a medium rhythm, ideal for study.",Jazz
"Generate a energetic jazz track featuring trumpet, with a slow rhythm, ideal for a party.",Jazz
"Generate a dark jazz track featuring trumpet, with a slow rhythm, ideal for meditation.",Jazz
"Generate a energetic jazz track featuring piano, with a fast rhythm, ideal for meditation.",Jazz
"Generate a romantic jazz track featuring saxophone, with a fast rhythm, ideal for study.",Jazz
"Generate a romantic jazz track featuring trumpet, with a medium rhythm, ideal for workout.",Jazz
"Generate a dark jazz track featuring double bass, with a slow rhythm, ideal for a party.",Jazz
"Generate a energetic jazz track featuring trumpet, with a slow rhythm, ideal for a rainy evening.",Jazz
"Generate a uplifting jazz track featuring double bass, with a slow rhythm, ideal for a party.",Jazz
"Generate a emotional jazz track featuring double bass, with a medium rhythm, ideal for relaxation.",Jazz
"Generate a romantic jazz track featuring trumpet, with a medium rhythm, ideal for relaxation.",Jazz
"Generate a dark jazz track featuring saxophone, with a fast rhythm, ideal for a party.",Jazz
"Generate a energetic jazz track featuring saxophone, with a slow rhythm, ideal for study.",Jazz
"Generate a calm jazz track featuring saxophone, with a fast rhythm, ideal for study.",Jazz
"Generate a calm jazz track featuring double bass, with a fast rhythm, ideal for workout.",Jazz
"Generate a uplifting jazz track featuring piano, with a fast rhythm, ideal for a party.",Jazz
"Generate a energetic jazz track featuring saxophone, with a slow rhythm, ideal for a rainy evening.",Jazz
"Generate a romantic jazz track featuring saxophone, with a medium rhythm, ideal for a rainy evening.",Jazz
"Generate a uplifting jazz track featuring double bass, with a medium rhythm, ideal for meditation.",Jazz
"Generate a uplifting jazz track featuring trumpet, with a fast rhythm, ideal for meditation.",Jazz
"Generate a romantic jazz track featuring piano, with a fast rhythm, ideal for study.",Jazz
"Generate a energetic jazz track featuring piano, with a medium rhythm, ideal for workout.",Jazz
"Generate a romantic jazz track featuring double bass, with a fast rhythm, ideal for workout.",Jazz
"Generate a dark jazz track featuring double bass, with a fast rhythm, ideal for study.",Jazz
"Generate a uplifting jazz track featuring trumpet, with a fast rhythm, ideal for a party.",Jazz
"Generate a romantic jazz track featuring piano, with a medium rhythm, ideal for a rainy evening.",Jazz
"Generate a dark jazz track featuring saxophone, with a slow rhythm, ideal for a party.",Jazz
"Generate a calm jazz track featuring piano, with a medium rhythm, ideal for a party.",Jazz
"Generate a energetic jazz track featuring trumpet, with a slow rhythm, ideal for meditation.",Jazz
"Generate a calm jazz track featuring trumpet, with a fast rhythm, ideal for a party.",Jazz
"Generate a energetic jazz track featuring piano, with a slow rhythm, ideal for meditation.",Jazz
"Generate a dark jazz track featuring trumpet, with a fast rhythm, ideal for study.",Jazz
"Generate a calm jazz track featuring double bass, with a fast rhythm, ideal for relaxation.",Jazz
"Generate a emotional jazz track featuring trumpet, with a medium rhythm, ideal for study.",Jazz
"Generate a emotional jazz track featuring piano, with a medium rhythm, ideal for meditation.",Jazz
"Generate a energetic jazz track featuring piano, with a slow rhythm, ideal for a rainy evening.",Jazz
"Generate a dark jazz track featuring trumpet, with a slow rhythm, ideal for workout.",Jazz
"Generate a energetic jazz track featuring double bass, with a medium rhythm, ideal for relaxation.",Jazz
"Generate a romantic jazz track featuring trumpet, with a slow rhythm, ideal for a party.",Jazz
"Generate a romantic jazz track featuring double bass, with a slow rhythm, ideal for meditation.",Jazz
"Generate a dark jazz track featuring trumpet, with a fast rhythm, ideal for relaxation.",Jazz
"Generate a calm jazz track featuring piano, with a medium rhythm, ideal for a rainy evening.",Jazz
"Generate a energetic jazz track featuring trumpet, with a medium rhythm, ideal for study.",Jazz
"Generate a emotional jazz track featuring trumpet, with a fast rhythm, ideal for a rainy evening.",Jazz
"Generate a romantic jazz track featuring double bass, with a slow rhythm, ideal for meditation.",Jazz
"Generate a energetic jazz track featuring double bass, with a medium rhythm, ideal for a party.",Jazz
"Generate a calm jazz track featuring saxophone, with a fast rhythm, ideal for a rainy evening.",Jazz
"Generate a romantic jazz track featuring double bass, with a slow rhythm, ideal for meditation.",Jazz
"Generate a uplifting jazz track featuring piano, with a medium rhythm, ideal for a party.",Jazz
"Generate a energetic jazz track featuring double bass, with a fast rhythm, ideal for study.",Jazz
"Generate a dark jazz track featuring piano, with a fast rhythm, ideal for relaxation.",Jazz
"Generate a calm jazz track featuring trumpet, with a medium rhythm, ideal for a party.",Jazz
"Generate a calm jazz track featuring double bass, with a slow rhythm, ideal for relaxation.",Jazz
"Generate a energetic jazz track featuring saxophone, with a medium rhythm, ideal for workout.",Jazz
"Generate a dark jazz track featuring piano, with a slow rhythm, ideal for relaxation.",Jazz
